MEMS_SN__PARENT_SN,242_m1_Delta_F,242_m1_F_AC_peak,242_m1_F_BD_peak,242_m1_LED_1.8_PD_A,242_m1_LED_1.8_PD_B,242_m1_LED_1.8_PD_C,242_m1_LED_1.8_PD_D,242_m1_SNR_PD_A,242_m1_SNR_PD_B,242_m1_SNR_PD_C,242_m1_SNR_PD_D,242_m1_THD_PD_A,242_m1_Z_AC_peak,242_m1_Z_BD_peak,242_m1_lin_R2_PD_A,242_m1_lin_R2_PD_B,242_m1_lin_R2_PD_C,242_m1_lin_R2_PD_D,242_m1_lin_gain_PD_A,242_m1_lin_gain_PD_B,242_m1_lin_gain_PD_C,242_m1_lin_gain_PD_D,242_m1_min_IV_AC,242_m1_min_IV_BD,242_m1_sync_error,242_m2_Delta_F,242_m2_F_AC_peak,242_m2_F_BD_peak,242_m2_LED_1.8_PD_A,242_m2_LED_1.8_PD_B,242_m2_LED_1.8_PD_C,242_m2_LED_1.8_PD_D,242_m2_SNR_PD_A,242_m2_SNR_PD_B,242_m2_SNR_PD_C,242_m2_SNR_PD_D,242_m2_THD_PD_A,242_m2_Z_AC_peak,242_m2_Z_BD_peak,242_m2_lin_R2_PD_A,242_m2_lin_R2_PD_B,242_m2_lin_R2_PD_C,242_m2_lin_R2_PD_D,242_m2_lin_gain_PD_A,242_m2_lin_gain_PD_B,242_m2_lin_gain_PD_C,242_m2_lin_gain_PD_D,242_m2_min_IV_AC,242_m2_min_IV_BD,242_m2_sync_error,242_m3_Delta_F,242_m3_F_AC_peak,242_m3_F_BD_peak,242_m3_LED_1.8_PD_A,242_m3_LED_1.8_PD_B,242_m3_LED_1.8_PD_C,242_m3_LED_1.8_PD_D,242_m3_SNR_PD_A,242_m3_SNR_PD_B,242_m3_SNR_PD_C,242_m3_SNR_PD_D,242_m3_THD_PD_A,242_m3_THD_PD_B,242_m3_THD_PD_C,242_m3_THD_PD_D,242_m3_Z_AC_peak,242_m3_Z_BD_peak,242_m3_feedback_delay,242_m3_internal_delay_diff,242_m3_lin_R2_PD_A,242_m3_lin_R2_PD_B,242_m3_lin_R2_PD_C,242_m3_lin_R2_PD_D,242_m3_lin_gain_PD_A,242_m3_lin_gain_PD_B,242_m3_lin_gain_PD_C,242_m3_lin_gain_PD_D,242_m3_min_IV_AC,242_m3_min_IV_BD,242_m3_sync_error,242_m4_Delta_F,242_m4_F_AC_peak,242_m4_F_BD_peak,242_m4_LED_1.8_PD_A,242_m4_LED_1.8_PD_B,242_m4_LED_1.8_PD_C,242_m4_LED_1.8_PD_D,242_m4_SNR_PD_A,242_m4_SNR_PD_B,242_m4_SNR_PD_C,242_m4_SNR_PD_D,242_m4_THD_PD_A,242_m4_Z_AC_peak,242_m4_Z_BD_peak,242_m4_lin_R2_PD_A,242_m4_lin_R2_PD_B,242_m4_lin_R2_PD_C,242_m4_lin_R2_PD_D,242_m4_lin_gain_PD_A,242_m4_lin_gain_PD_B,242_m4_lin_gain_PD_C,242_m4_lin_gain_PD_D,242_m4_min_IV_AC,242_m4_min_IV_BD,242_m4_sync_error,242_tolerance,242_agg_meah,250_RESULT
SN607,15.97037259,315.474094,321.2538891,1.565227668,1.377445311,1.40766943,1.59670605,33.80881505,31.8327024,32.24008512,33.48043595,-42.1242636,6728.213602,6567.554595,1.000139854,1.000027936,1.000009168,1.000007444,0.8543543462,0.7262829713,0.7558164762,0.8751097267,-1.44E-08,-1.49E-08,-0.205786943,3.306931352,323.6391507,319.0211537,1.799204823,1.594521039,1.833901111,2.005224452,36.79056298,34.44686848,36.20353035,37.82772714,-42.45522355,7382.62388,6754.695894,1.005197938,1.007041409,1.005898151,1.007091704,1.07585431,0.8922166955,1.062062805,1.210130329,-9.03E-09,-9.09E-09,-0.205786943,12.93743661,314.807577,311.7021187,1.165897281,1.123302834,1.450488847,1.586856235,31.55362112,31.32567305,32.69415627,33.11473704,-44.65523943,-44.79423435,-43.90129622,-43.87377029,7468.596462,7348.237887,2.012066957,0.09519570592,0.9999336197,0.9992992861,0.9995107837,0.9996587411,0.5920337756,0.5501908346,0.7888590908,0.8565657016,-9.45E-09,-8.76E-09,-0.205786943,9.813922556,321.8360129,314.273807,1.275254248,1.328283419,1.581444002,1.509060508,31.09498674,31.27389478,33.23109993,33.72676237,-42.42986019,6610.416116,-4.69492E+35,0.9996178916,0.9997616813,0.9997965471,0.9995568642,0.6807583068,0.6864855346,0.8782313722,0.833487102,-1.1E-08,-1.24E-08,-0.205786943,10.7385645,0.1502641295,Failed
SN608,15.98900195,315.4731602,321.2609994,1.565549156,1.37745224,1.407762202,1.597088653,33.80897887,31.83041457,32.23840785,33.48069245,-42.12665708,6731.919397,6571.238213,1.000140493,1.00002837,1.000009642,1.000007827,0.8545406044,0.7262558623,0.755858638,0.8753343258,-1.43E-08,-1.49E-08,-0.2064494455,3.306191497,323.647472,319.0265793,1.799959609,1.595004345,1.834746641,2.006260247,36.79569859,34.44905761,36.20831265,37.83456818,-42.45707246,7387.495197,6758.743993,1.005206607,1.007052936,1.005907914,1.00710339,1.076433056,0.8925458813,1.062644154,1.210890821,-9.01E-09,-9.07E-09,-0.2064494455,12.95071242,314.8038999,311.6978514,1.165664394,1.122968107,1.450609777,1.587182089,31.55045832,31.32216828,32.69288193,33.11414454,-44.66103156,-44.80022532,-43.90663241,-43.87916259,7473.674865,7353.24791,2.009512638,0.09510483016,0.9999339235,0.9992986911,0.9995104763,0.9996586447,0.5918585672,0.5499297266,0.788928578,0.8567399109,-9.44E-09,-8.74E-09,-0.2064494455,9.821570486,321.8409286,314.2734024,1.275202112,1.328294753,1.581795456,1.509286927,31.09194942,31.27092459,33.23073801,33.72682276,-42.43209934,6614.380509,-4.70248E+35,0.9996178279,0.9997617053,0.9997966788,0.9995566804,0.6807258773,0.6864521989,0.8784558968,0.8336385498,-1.1E-08,-1.24E-08,-0.2064494455,10.28330927,10.56431191,Passed
SN609,16.0076313,315.4722264,321.2681098,1.565870643,1.377459169,1.407854973,1.597471255,33.8091427,31.82812675,32.23673058,33.48094895,-42.12905057,6735.625192,6574.921831,1.000141131,1.000028805,1.000010116,1.00000821,0.8547268627,0.7262287533,0.7559007999,0.875558925,-1.43E-08,-1.49E-08,-0.207111948,3.305451643,323.6557933,319.0320049,1.800714394,1.595487652,1.835592172,2.007296042,36.80083421,34.45124674,36.21309495,37.84140922,-42.45892136,7392.366513,6762.792093,1.005215275,1.007064463,1.005917677,1.007115076,1.077011803,0.8928750671,1.063225503,1.211651313,-9E-09,-9.06E-09,-0.207111948,12.96398823,314.8002228,311.6935841,1.165431508,1.122633379,1.450730706,1.587507944,31.54729552,31.31866352,32.6916076,33.11355205,-44.66682368,-44.80621628,-43.9119686,-43.88455489,7478.753268,7358.257934,2.006958319,0.0950139544,0.9999342274,0.9992980961,0.9995101689,0.9996585483,0.5916833587,0.5496686186,0.7889980653,0.8569141202,-9.42E-09,-8.72E-09,-0.207111948,9.829218415,321.8458443,314.2729978,1.275149975,1.328306087,1.58214691,1.509513345,31.08891211,31.2679544,33.23037609,33.72688314,-42.43433849,6618.344903,-4.71004E+35,0.9996177643,0.9997617293,0.9997968106,0.9995564966,0.6806934478,0.6864188631,0.8786804213,0.8337899975,-1.09E-08,-1.24E-08,-0.207111948,0.7417086506,10.73051642,Passed
SN610,16.02626066,315.4712926,321.2752202,1.56619213,1.377466098,1.407947745,1.597853858,33.80930653,31.82583892,32.23505331,33.48120546,-42.13144405,6739.330987,6578.605449,1.000141769,1.00002924,1.00001059,1.000008593,0.854913121,0.7262016443,0.7559429617,0.8757835241,-1.43E-08,-1.49E-08,-0.2077744504,3.304711789,323.6641146,319.0374305,1.80146918,1.595970958,1.836437702,2.008331838,36.80596983,34.45343587,36.21787725,37.84825026,-42.46077027,7397.23783,6766.840193,1.005223944,1.00707599,1.00592744,1.007126762,1.07759055,0.8932042529,1.063806852,1.212411804,-8.98E-09,-9.04E-09,-0.2077744504,12.97726404,314.7965457,311.6893167,1.165198621,1.122298652,1.450851636,1.587833798,31.54413272,31.31515876,32.69033326,33.11295955,-44.6726158,-44.81220725,-43.91730479,-43.8899472,7483.83167,7363.267958,2.004404,0.09492307864,0.9999345312,0.9992975012,0.9995098615,0.9996584519,0.5915081503,0.5494075107,0.7890675526,0.8570883295,-9.41E-09,-8.71E-09,-0.2077744504,9.836866344,321.8507601,314.2725933,1.275097839,1.328317421,1.582498364,1.509739764,31.08587479,31.26498421,33.23001417,33.72694353,-42.43657764,6622.309296,-4.7176E+35,0.9996177006,0.9997617533,0.9997969423,0.9995563129,0.6806610183,0.6863855273,0.8789049458,0.8339414452,-1.09E-08,-1.24E-08,-0.2077744504,10.72146339,10.03185445,Passed
SN611,16.04489002,315.4703587,321.2823305,1.566513618,1.377473027,1.408040517,1.598236461,33.80947035,31.82355109,32.23337605,33.48146196,-42.13383753,6743.036781,6582.289067,1.000142407,1.000029674,1.000011063,1.000008976,0.8550993792,0.7261745353,0.7559851235,0.8760081233,-1.43E-08,-1.48E-08,-0.2084369529,3.303971935,323.6724359,319.0428561,1.802223966,1.596454264,1.837283233,2.009367633,36.81110544,34.455625,36.22265955,37.8550913,-42.46261918,7402.109147,6770.888293,1.005232613,1.007087517,1.005937203,1.007138448,1.078169296,0.8935334387,1.064388201,1.213172296,-8.96E-09,-9.02E-09,-0.2084369529,12.99053984,314.7928686,311.6850494,1.164965734,1.121963924,1.450972565,1.588159653,31.54096993,31.31165399,32.68905892,33.11236705,-44.67840793,-44.81819822,-43.92264097,-43.8953395,7488.910073,7368.277981,2.001849681,0.09483220288,0.999934835,0.9992969062,0.9995095541,0.9996583555,0.5913329419,0.5491464027,0.7891370399,0.8572625387,-9.39E-09,-8.69E-09,-0.2084369529,9.844514273,321.8556758,314.2721887,1.275045702,1.328328755,1.582849818,1.509966183,31.08283747,31.26201402,33.22965224,33.72700392,-42.43881679,6626.27369,-4.72516E+35,0.9996176369,0.9997617774,0.9997970741,0.9995561291,0.6806285888,0.6863521915,0.8791294704,0.834092893,-1.09E-08,-1.23E-08,-0.2084369529,10.05579549,0.3731836917,Failed
SN612,16.06351938,315.4694249,321.2894409,1.566835105,1.377479956,1.408133288,1.598619063,33.80963418,31.82126326,32.23169878,33.48171846,-42.13623101,6746.742576,6585.972685,1.000143046,1.000030109,1.000011537,1.000009359,0.8552856375,0.7261474263,0.7560272854,0.8762327224,-1.43E-08,-1.48E-08,-0.2090994554,3.303232081,323.6807571,319.0482817,1.802978751,1.59693757,1.838128763,2.010403428,36.81624106,34.45781414,36.22744185,37.86193233,-42.46446808,7406.980463,6774.936393,1.005241282,1.007099044,1.005946965,1.007150134,1.078748043,0.8938626245,1.06496955,1.213932788,-8.95E-09,-9E-09,-0.2090994554,13.00381565,314.7891915,311.6807821,1.164732847,1.121629197,1.451093495,1.588485507,31.53780713,31.30814923,32.68778459,33.11177455,-44.68420005,-44.82418919,-43.92797716,-43.9007318,7493.988476,7373.288005,1.999295361,0.09474132713,0.9999351388,0.9992963112,0.9995092466,0.9996582591,0.5911577335,0.5488852947,0.7892065272,0.857436748,-9.38E-09,-8.67E-09,-0.2090994554,9.852162203,321.8605916,314.2717841,1.274993566,1.328340088,1.583201272,1.510192601,31.07980016,31.25904383,33.22929032,33.7270643,-42.44105593,6630.238083,-4.73272E+35,0.9996175733,0.9997618014,0.9997972058,0.9995559453,0.6805961593,0.6863188557,0.8793539949,0.8342443407,-1.09E-08,-1.23E-08,-0.2090994554,0.4527730854,10.52339249,Passed
SN613,16.08214874,315.4684911,321.2965512,1.567156592,1.377486886,1.40822606,1.599001666,33.80979801,31.81897544,32.23002151,33.48197497,-42.13862449,6750.448371,6589.656303,1.000143684,1.000030544,1.000012011,1.000009741,0.8554718958,0.7261203173,0.7560694472,0.8764573216,-1.43E-08,-1.48E-08,-0.2097619578,3.302492227,323.6890784,319.0537073,1.803733537,1.597420877,1.838974294,2.011439223,36.82137668,34.46000327,36.23222416,37.86877337,-42.46631699,7411.85178,6778.984492,1.005249951,1.007110571,1.005956728,1.00716182,1.07932679,0.8941918104,1.065550899,1.214693279,-8.93E-09,-8.98E-09,-0.2097619578,13.01709146,314.7855144,311.6765148,1.16449996,1.12129447,1.451214424,1.588811362,31.53464433,31.30464447,32.68651025,33.11118205,-44.68999217,-44.83018015,-43.93331335,-43.9061241,7499.066878,7378.298029,1.996741042,0.09465045137,0.9999354427,0.9992957163,0.9995089392,0.9996581627,0.590982525,0.5486241867,0.7892760144,0.8576109573,-9.36E-09,-8.66E-09,-0.2097619578,9.859810132,321.8655073,314.2713796,1.274941429,1.328351422,1.583552726,1.51041902,31.07676284,31.25607363,33.2289284,33.72712469,-42.44329508,6634.202476,-4.74029E+35,0.9996175096,0.9997618254,0.9997973375,0.9995557615,0.6805637298,0.6862855199,0.8795785194,0.8343957885,-1.09E-08,-1.23E-08,-0.2097619578,10.06065913,10.07052683,Passed
SN614,16.10077809,315.4675573,321.3036616,1.56747808,1.377493815,1.408318832,1.599384269,33.80996183,31.81668761,32.22834424,33.48223147,-42.14101797,6754.154166,6593.339922,1.000144322,1.000030978,1.000012485,1.000010124,0.855658154,0.7260932083,0.7561116091,0.8766819207,-1.43E-08,-1.48E-08,-0.2104244603,3.301752373,323.6973997,319.0591329,1.804488322,1.597904183,1.839819824,2.012475018,36.8265123,34.4621924,36.23700646,37.87561441,-42.46816589,7416.723097,6783.032592,1.00525862,1.007122098,1.005966491,1.007173507,1.079905536,0.8945209962,1.066132248,1.215453771,-8.91E-09,-8.97E-09,-0.2104244603,13.03036727,314.7818373,311.6722474,1.164267073,1.120959742,1.451335354,1.589137216,31.53148153,31.3011397,32.68523591,33.11058955,-44.6957843,-44.83617112,-43.93864954,-43.9115164,7504.145281,7383.308053,1.994186723,0.09455957561,0.9999357465,0.9992951213,0.9995086318,0.9996580663,0.5908073166,0.5483630787,0.7893455017,0.8577851665,-9.35E-09,-8.64E-09,-0.2104244603,9.867458061,321.870423,314.270975,1.274889293,1.328362756,1.58390418,1.510645439,31.07372552,31.25310344,33.22856648,33.72718508,-42.44553423,6638.16687,-4.74785E+35,0.9996174459,0.9997618494,0.9997974693,0.9995555778,0.6805313002,0.6862521841,0.879803044,0.8345472362,-1.09E-08,-1.23E-08,-0.2104244603,10.95116141,10.72889697,Passed
SN615,16.11940745,315.4666234,321.3107719,1.567799567,1.377500744,1.408411603,1.599766871,33.81012566,31.81439978,32.22666698,33.48248798,-42.14341146,6757.859961,6597.02354,1.000144961,1.000031413,1.000012959,1.000010507,0.8558444123,0.7260660993,0.7561537709,0.8769065199,-1.43E-08,-1.48E-08,-0.2110869628,3.301012519,323.705721,319.0645585,1.805243108,1.598387489,1.840665355,2.013510814,36.83164791,34.46438153,36.24178876,37.88245545,-42.4700148,7421.594413,6787.080692,1.005267289,1.007133625,1.005976254,1.007185193,1.080484283,0.894850182,1.066713597,1.216214263,-8.9E-09,-8.95E-09,-0.2110869628,13.04364307,314.7781602,311.6679801,1.164034186,1.120625015,1.451456283,1.589463071,31.52831874,31.29763494,32.68396158,33.10999705,-44.70157642,-44.84216209,-43.94398573,-43.9169087,7509.223684,7388.318076,1.991632404,0.09446869985,0.9999360503,0.9992945263,0.9995083244,0.9996579699,0.5906321082,0.5481019707,0.789414989,0.8579593758,-9.33E-09,-8.62E-09,-0.2110869628,9.87510599,321.8753388,314.2705704,1.274837157,1.32837409,1.584255634,1.510871857,31.07068821,31.25013325,33.22820456,33.72724546,-42.44777338,6642.131263,-4.75541E+35,0.9996173822,0.9997618734,0.999797601,0.999555394,0.6804988707,0.6862188483,0.8800275685,0.834698684,-1.09E-08,-1.23E-08,-0.2110869628,10.66353369,0.5618937077,Failed
SN616,16.13803681,315.4656896,321.3178823,1.568121055,1.377507673,1.408504375,1.600149474,33.81028949,31.81211196,32.22498971,33.48274448,-42.14580494,6761.565756,6600.707158,1.000145599,1.000031848,1.000013433,1.00001089,0.8560306705,0.7260389903,0.7561959328,0.877131119,-1.43E-08,-1.48E-08,-0.2117494652,3.300272665,323.7140423,319.0699841,1.805997893,1.598870795,1.841510885,2.014546609,36.83678353,34.46657066,36.24657106,37.88929649,-42.47186371,7426.46573,6791.128792,1.005275957,1.007145152,1.005986017,1.007196879,1.08106303,0.8951793678,1.067294946,1.216974754,-8.88E-09,-8.93E-09,-0.2117494652,13.05691888,314.7744831,311.6637128,1.1638013,1.120290287,1.451577213,1.589788925,31.52515594,31.29413018,32.68268724,33.10940455,-44.70736854,-44.84815306,-43.94932191,-43.922301,7514.302086,7393.3281,1.989078085,0.0943778241,0.9999363541,0.9992939314,0.999508017,0.9996578735,0.5904568997,0.5478408628,0.7894844763,0.8581335851,-9.32E-09,-8.61E-09,-0.2117494652,9.88275392,321.8802545,314.2701659,1.27478502,1.328385423,1.584607088,1.511098276,31.06765089,31.24716306,33.22784264,33.72730585,-42.45001253,6646.095656,-4.76297E+35,0.9996173186,0.9997618974,0.9997977328,0.9995552102,0.6804664412,0.6861855125,0.880252093,0.8348501317,-1.09E-08,-1.23E-08,-0.2117494652,10.20518171,10.04345493,Passed
SN617,16.15666617,315.4647558,321.3249927,1.568442542,1.377514602,1.408597147,1.600532077,33.81045332,31.80982413,32.22331244,33.48300098,-42.14819842,6765.271551,6604.390776,1.000146237,1.000032283,1.000013907,1.000011273,0.8562169288,0.7260118813,0.7562380946,0.8773557182,-1.43E-08,-1.48E-08,-0.2124119677,3.299532811,323.7223635,319.0754097,1.806752679,1.599354101,1.842356415,2.015582404,36.84191915,34.46875979,36.25135336,37.89613753,-42.47371261,7431.337047,6795.176892,1.005284626,1.007156679,1.00599578,1.007208565,1.081641776,0.8955085536,1.067876295,1.217735246,-8.86E-09,-8.91E-09,-0.2124119677,13.07019469,314.770806,311.6594455,1.163568413,1.11995556,1.451698143,1.590114779,31.52199314,31.29062541,32.6814129,33.10881205,-44.71316067,-44.85414403,-43.9546581,-43.9276933,7519.380489,7398.338124,1.986523765,0.09428694834,0.999936658,0.9992933364,0.9995077096,0.9996577771,0.5902816913,0.5475797548,0.7895539635,0.8583077944,-9.3E-09,-8.59E-09,-0.2124119677,9.890401849,321.8851702,314.2697613,1.274732884,1.328396757,1.584958542,1.511324695,31.06461358,31.24419287,33.22748072,33.72736624,-42.45225168,6650.06005,-4.77053E+35,0.9996172549,0.9997619214,0.9997978645,0.9995550264,0.6804340117,0.6861521767,0.8804766175,0.8350015794,-1.08E-08,-1.23E-08,-0.2124119677,0.9767736912,10.99845101,Failed
SN618,16.17529553,315.463822,321.332103,1.568764029,1.377521531,1.408689919,1.600914679,33.81061714,31.8075363,32.22163517,33.48325749,-42.1505919,6768.977346,6608.074394,1.000146875,1.000032717,1.000014381,1.000011656,0.8564031871,0.7259847723,0.7562802565,0.8775803173,-1.43E-08,-1.48E-08,-0.2130744702,3.298792957,323.7306848,319.0808353,1.807507465,1.599837408,1.843201946,2.016618199,36.84705476,34.47094892,36.25613566,37.90297856,-42.47556152,7436.208363,6799.224991,1.005293295,1.007168206,1.006005543,1.007220251,1.082220523,0.8958377394,1.068457644,1.218495738,-8.85E-09,-8.9E-09,-0.2130744702,13.0834705,314.7671289,311.6551781,1.163335526,1.119620832,1.451819072,1.590440634,31.51883035,31.28712065,32.68013856,33.10821956,-44.71895279,-44.86013499,-43.95999429,-43.9330856,7524.458892,7403.348147,1.983969446,0.09419607258,0.9999369618,0.9992927415,0.9995074022,0.9996576807,0.5901064829,0.5473186468,0.7896234508,0.8584820036,-9.29E-09,-8.57E-09,-0.2130744702,9.898049778,321.890086,314.2693567,1.274680747,1.328408091,1.585309996,1.511551113,31.06157626,31.24122268,33.22711879,33.72742662,-42.45449082,6654.024443,-4.77809E+35,0.9996171912,0.9997619454,0.9997979962,0.9995548427,0.6804015822,0.6861188409,0.8807011421,0.8351530272,-1.08E-08,-1.23E-08,-0.2130744702,10.7679749,10.88946305,Passed
SN619,16.19392488,315.4628881,321.3392134,1.569085517,1.377528461,1.40878269,1.601297282,33.81078097,31.80524848,32.21995791,33.48351399,-42.15298538,6772.683141,6611.758012,1.000147514,1.000033152,1.000014855,1.000012038,0.8565894453,0.7259576633,0.7563224183,0.8778049165,-1.43E-08,-1.48E-08,-0.2137369726,3.298053103,323.7390061,319.0862609,1.80826225,1.600320714,1.844047476,2.017653994,36.85219038,34.47313805,36.26091797,37.9098196,-42.47741043,7441.07968,6803.273091,1.005301964,1.007179733,1.006015305,1.007231937,1.08279927,0.8961669252,1.069038993,1.219256229,-8.83E-09,-8.88E-09,-0.2137369726,13.0967463,314.7634518,311.6509108,1.163102639,1.119286105,1.451940002,1.590766488,31.51566755,31.28361589,32.67886423,33.10762706,-44.72474491,-44.86612596,-43.96533048,-43.9384779,7529.537295,7408.358171,1.981415127,0.09410519682,0.9999372656,0.9992921465,0.9995070948,0.9996575843,0.5899312745,0.5470575388,0.7896929381,0.8586562129,-9.28E-09,-8.56E-09,-0.2137369726,9.905697707,321.8950017,314.2689522,1.274628611,1.328419425,1.58566145,1.511777532,31.05853894,31.23825249,33.22675687,33.72748701,-42.45672997,6657.988837,-4.78565E+35,0.9996171276,0.9997619695,0.999798128,0.9995546589,0.6803691527,0.6860855051,0.8809256666,0.8353044749,-1.08E-08,-1.23E-08,-0.2137369726,0.3680768899,10.78438889,Passed
SN620,16.21255424,315.4619543,321.3463237,1.569407004,1.37753539,1.408875462,1.601679885,33.8109448,31.80296065,32.21828064,33.48377049,-42.15537886,6776.388936,6615.44163,1.000148152,1.000033587,1.000015329,1.000012421,0.8567757036,0.7259305543,0.7563645802,0.8780295156,-1.43E-08,-1.48E-08,-0.2143994751,3.297313249,323.7473274,319.0916865,1.809017036,1.60080402,1.844893007,2.01868979,36.857326,34.47532718,36.26570027,37.91666064,-42.47925933,7445.950997,6807.321191,1.005310633,1.007191259,1.006025068,1.007243623,1.083378016,0.8964961111,1.069620342,1.220016721,-8.81E-09,-8.86E-09,-0.2143994751,13.11002211,314.7597747,311.6466435,1.162869752,1.118951377,1.452060931,1.591092343,31.51250475,31.28011112,32.67758989,33.10703456,-44.73053704,-44.87211693,-43.97066666,-43.9438702,7534.615697,7413.368195,1.978860808,0.09401432106,0.9999375694,0.9992915515,0.9995067874,0.9996574879,0.589756066,0.5467964308,0.7897624254,0.8588304222,-9.26E-09,-8.54E-09,-0.2143994751,9.913345637,321.8999174,314.2685476,1.274576475,1.328430759,1.586012904,1.512003951,31.05550163,31.2352823,33.22639495,33.7275474,-42.45896912,6661.95323,-4.79321E+35,0.9996170639,0.9997619935,0.9997982597,0.9995544751,0.6803367232,0.6860521693,0.8811501911,0.8354559227,-1.08E-08,-1.22E-08,-0.2143994751,0.1463580025,10.60404196,Passed
SN621,16.2311836,315.4610205,321.3534341,1.569728491,1.377542319,1.408968234,1.602062488,33.81110862,31.80067282,32.21660337,33.484027,-42.15777235,6780.094731,6619.125248,1.00014879,1.000034021,1.000015803,1.000012804,0.8569619619,0.7259034453,0.756406742,0.8782541148,-1.42E-08,-1.48E-08,-0.2150619775,3.296573395,323.7556487,319.0971121,1.809771821,1.601287326,1.845738537,2.019725585,36.86246161,34.47751631,36.27048257,37.92350168,-42.48110824,7450.822313,6811.369291,1.005319302,1.007202786,1.006034831,1.007255309,1.083956763,0.8968252969,1.070201691,1.220777213,-8.8E-09,-8.84E-09,-0.2150619775,13.12329792,314.7560976,311.6423762,1.162636865,1.11861665,1.452181861,1.591418197,31.50934195,31.27660636,32.67631555,33.10644206,-44.73632916,-44.8781079,-43.97600285,-43.9492625,7539.6941,7418.378218,1.976306489,0.09392344531,0.9999378733,0.9992909566,0.99950648,0.9996573916,0.5895808576,0.5465353228,0.7898319127,0.8590046314,-9.25E-09,-8.52E-09,-0.2150619775,9.920993566,321.9048332,314.268143,1.274524338,1.328442092,1.586364358,1.512230369,31.05246431,31.23231211,33.22603303,33.72760778,-42.46120827,6665.917623,-4.80078E+35,0.9996170002,0.9997620175,0.9997983914,0.9995542913,0.6803042937,0.6860188335,0.8813747157,0.8356073704,-1.08E-08,-1.22E-08,-0.2150619775,0.7005005987,10.94753389,Passed
SN622,16.24981296,315.4600867,321.3605444,1.570049979,1.377549248,1.409061005,1.60244509,33.81127245,31.798385,32.2149261,33.4842835,-42.16016583,6783.800526,6622.808866,1.000149428,1.000034456,1.000016276,1.000013187,0.8571482201,0.7258763363,0.7564489039,0.8784787139,-1.42E-08,-1.48E-08,-0.21572448,3.295833541,323.7639699,319.1025377,1.810526607,1.601770632,1.846584068,2.02076138,36.86759723,34.47970544,36.27526487,37.93034272,-42.48295714,7455.69363,6815.417391,1.005327971,1.007214313,1.006044594,1.007266995,1.08453551,0.8971544827,1.07078304,1.221537704,-8.78E-09,-8.82E-09,-0.21572448,13.13657373,314.7524205,311.6381089,1.162403978,1.118281923,1.45230279,1.591744052,31.50617916,31.2731016,32.67504122,33.10584956,-44.74212129,-44.88409886,-43.98133904,-43.9546548,7544.772503,7423.388242,1.97375217,0.09383256955,0.9999381771,0.9992903616,0.9995061726,0.9996572952,0.5894056492,0.5462742148,0.7899013999,0.8591788407,-9.23E-09,-8.51E-09,-0.21572448,9.928641495,321.9097489,314.2677385,1.274472202,1.328453426,1.586715812,1.512456788,31.04942699,31.22934192,33.22567111,33.72766817,-42.46344742,6669.882017,-4.80834E+35,0.9996169365,0.9997620415,0.9997985232,0.9995541076,0.6802718642,0.6859854977,0.8815992402,0.8357588182,-1.08E-08,-1.22E-08,-0.21572448,10.94643288,0.2900174498,Failed
SN623,16.26844232,315.4591529,321.3676548,1.570371466,1.377556177,1.409153777,1.602827693,33.81143628,31.79609717,32.21324884,33.48454001,-42.16255931,6787.50632,6626.492484,1.000150067,1.000034891,1.00001675,1.00001357,0.8573344784,0.7258492274,0.7564910657,0.878703313,-1.42E-08,-1.47E-08,-0.2163869825,3.295093687,323.7722912,319.1079633,1.811281392,1.602253939,1.847429598,2.021797175,36.87273285,34.48189458,36.28004717,37.93718376,-42.48480605,7460.564947,6819.46549,1.005336639,1.00722584,1.006054357,1.007278682,1.085114256,0.8974836685,1.071364389,1.222298196,-8.76E-09,-8.81E-09,-0.2163869825,13.14984954,314.7487434,311.6338415,1.162171092,1.117947195,1.45242372,1.592069906,31.50301636,31.26959683,32.67376688,33.10525706,-44.74791341,-44.89008983,-43.98667523,-43.9600471,7549.850905,7428.398266,1.97119785,0.09374169379,0.9999384809,0.9992897666,0.9995058651,0.9996571988,0.5892304407,0.5460131069,0.7899708872,0.85935305,-9.22E-09,-8.49E-09,-0.2163869825,9.936289424,321.9146646,314.2673339,1.274420065,1.32846476,1.587067266,1.512683207,31.04638968,31.22637172,33.22530919,33.72772856,-42.46568657,6673.84641,-4.8159E+35,0.9996168729,0.9997620655,0.9997986549,0.9995539238,0.6802394347,0.6859521619,0.8818237647,0.8359102659,-1.08E-08,-1.22E-08,-0.2163869825,0.7563208147,10.58468907,Passed
